18,18,2
19,18,2
20,18,2
21,18,2
22,18,2
23,18,2
24,18,2
25,18,2
26,18,2
27,18,2
28,18,2
29,18,2
30,18,2
31,18,2
32,18,2
17,19,2
18,19,2
19,19,2
20,19,2
21,19,2
22,19,2
23,19,2
24,19,2
25,19,2
26,19,2
27,19,2
28,19,2
29,19,2
30,19,2
31,19,2
32,19,2
17,20,2
18,20,2
19,20,2
20,20,2
21,20,2
22,20,2
23,20,2
24,20,2
25,20,2
26,20,2
27,20,2
28,20,2
29,20,2
30,20,2
31,20,2
32,20,2
17,21,2
18,21,2
19,21,2
20,21,2
21,21,2
22,21,2
23,21,2
24,21,2
25,21,2
26,21,2
27,21,2
28,21,2
29,21,2
30,21,2
31,21,2
32,21,2
17,22,2
18,22,2
19,22,2
20,22,2
21,22,2
22,22,2
23,22,2
24,22,2
25,22,2
26,22,2
27,22,2
28,22,2
29,22,2
30,22,2
31,22,2
32,22,2
17,23,2
18,23,2
19,23,2
20,23,2
21,23,2
22,23,2
23,23,2
24,23,2
25,23,2
26,23,2
27,23,2
28,23,2
29,23,2
30,23,2
31,23,2
32,23,2
17,24,2
18,24,2
19,24,2
20,24,2
21,24,2
22,24,2
23,24,2
24,24,2
25,24,2
26,24,2
27,24,2
28,24,2
29,24,2
30,24,2
31,24,2
32,24,2
17,25,2
18,25,2
19,25,2
20,25,2
21,25,2
22,25,2
23,25,2
24,25,2
26,25,2
27,25,2
28,25,2
29,25,2
30,25,2
31,25,2
32,25,2
17,26,2
18,26,2
19,26,2
20,26,2
21,26,2
22,26,2
23,26,2
24,26,2
25,26,2
26,26,2
27,26,2
28,26,2
29,26,2
30,26,2
31,26,2
32,26,2
17,27,2
18,27,2
19,27,2
20,27,2
21,27,2
22,27,2
23,27,2
24,27,2
25,27,2
26,27,2
27,27,2
28,27,2
29,27,2
30,27,2
31,27,2
32,27,2
17,28,2
18,28,2
19,28,2
20,28,2
21,28,2
22,28,2
23,28,2
24,28,2
25,28,2
26,28,2
27,28,2
28,28,2
29,28,2
30,28,2
31,28,2
32,28,2
17,29,2
18,29,2
19,29,2
20,29,2
21,29,2
22,29,2
23,29,2
24,29,2
25,29,2
26,29,2
27,29,2
28,29,2
29,29,2
30,29,2
31,29,2
32,29,2
17,30,2
18,30,2
19,30,2
20,30,2
21,30,2
22,30,2
23,30,2
24,30,2
25,30,2
26,30,2
27,30,2
28,30,2
29,30,2
30,30,2
31,30,2
32,30,2
17,31,2
18,31,2
19,31,2
20,31,2
21,31,2
22,31,2
23,31,2
24,31,2
25,31,2
26,31,2
27,31,2
28,31,2
29,31,2
30,31,2
31,31,2
32,31,2
18,32,2
19,32,2
20,32,2
21,32,2
22,32,2
23,32,2
24,32,2
25,32,2
26,32,2
27,32,2
28,32,2
29,32,2
30,32,2
31,32,2
32,32,2
